contig_id	count	cpm	tpm	fpkm	length
k127_64190	2	42.91	64.31	1379.66	516
k127_36108	2	42.91	61.79	1325.71	537
k127_66195	17	364.73	228.19	4895.78	1236
k127_86246	2	42.91	62.37	1338.17	532
k127_74216	5	107.27	161.39	3462.57	514
k127_24074	11	236.00	289.68	6215.04	630
k127_10033	3	64.36	74.51	1598.59	668
k127_90257	6	128.73	158.26	3395.41	629
k127_24076	2	42.91	59.79	1282.71	555
k127_88253	2	42.91	66.36	1423.81	500
k127_24077	3	64.36	93.56	2007.25	532
k127_78225	29	622.18	257.71	5528.98	1867
k127_28091	2	42.91	65.71	1409.71	505
k127_10036	1772	38017.59	53550.33	1148902.07	549
k127_72213	2	42.91	61.33	1315.90	541
k127_34104	58	1244.37	420.21	9015.38	2290
k127_4016	2	42.91	58.21	1248.95	570
k127_92265	2	42.91	59.79	1282.71	555
k127_14049	2	42.91	60.00	1287.35	553
k127_50154	5	107.27	113.48	2434.69	731
k127_70212	11	236.00	254.18	5453.31	718
k127_74221	2	42.91	63.93	1371.68	519
k127_84248	2	42.91	62.25	1335.66	533
k127_52165	8	171.64	162.46	3485.46	817
k127_12044	2	42.91	66.10	1418.14	502
k127_22071	2	42.91	62.02	1330.66	535
k127_62188	5	107.27	138.49	2971.22	599
k127_44136	10	214.55	166.24	3566.65	998
k127_74222	4	85.82	113.06	2425.57	587
k127_14051	5	107.27	124.74	2676.33	665
k127_28093	3	64.36	91.33	1959.37	545
k127_38117	70	1501.82	428.55	9194.34	2710
k127_2011	2	42.91	65.19	1398.63	509
k127_78231	3	64.36	60.92	1307.05	817
k127_62189	5	107.27	101.54	2178.41	817
k127_94271	3	64.36	82.41	1767.97	604
k127_30102	4	85.82	119.36	2560.81	556
k127_86256	6	128.73	122.74	2633.43	811
k127_34110	3	64.36	73.63	1579.67	676
k127_8034	4	85.82	126.65	2717.19	524
k127_28098	2	42.91	65.45	1404.15	507
k127_86258	2	42.91	60.00	1287.35	553
k127_50160	2	42.91	61.79	1325.71	537
k127_76229	23	493.46	201.05	4313.44	1898
k127_90265	2	42.91	60.88	1306.25	545
k127_80240	2	42.91	65.32	1401.39	508
k127_40130	5	107.27	134.67	2889.22	616
k127_42136	6	128.73	137.12	2941.75	726
k127_32113	2	42.91	60.66	1301.47	547
k127_92272	4	85.82	119.14	2556.21	557
k127_24089	5	107.27	124.93	2680.36	664
k127_66206	7	150.18	215.87	4631.35	538
k127_96278	3	64.36	85.52	1834.80	582
k127_46151	2	42.91	64.81	1390.44	512
k127_16060	11	236.00	214.71	4606.44	850
k127_14058	6	128.73	199.09	4271.43	500
k127_10049	4	85.82	122.67	2631.81	541
k127_64206	4	85.82	131.41	2819.42	505
k127_12055	2	42.91	64.81	1390.44	512
k127_98289	3	64.36	75.30	1615.52	661
k127_70226	5	107.27	147.08	3155.60	564
k127_68219	6	128.73	108.20	2321.43	920
k127_62196	8	171.64	166.95	3581.91	795
k127_66210	10	214.55	222.40	4771.48	746
k127_36120	5	107.27	159.53	3422.62	520
k127_88268	5	107.27	161.70	3469.32	513
k127_46156	2	42.91	65.58	1406.93	506
k127_18071	10	214.55	155.49	3336.01	1067
k127_54189	2	42.91	65.84	1412.51	504
k127_80249	2	42.91	61.91	1328.18	536
k127_14063	5	107.27	144.52	3100.63	574
k127_70230	6	128.73	143.85	3086.29	692
k127_52178	5	107.27	161.39	3462.57	514
k127_64211	4	85.82	86.30	1851.51	769
k127_86268	3	64.36	81.20	1742.02	613
k127_80250	3	64.36	90.17	1934.52	552
k127_14064	2	42.91	65.32	1401.39	508
k127_44154	4	85.82	98.90	2121.92	671
k127_30114	3	64.36	95.72	2053.57	520
k127_48175	2	42.91	63.08	1353.43	526
k127_64213	2	42.91	61.00	1308.65	544
k127_40138	3	64.36	78.38	1681.66	635
k127_14065	7	150.18	113.86	2442.81	1020
k127_44156	7	150.18	212.32	4555.15	547
k127_6038	2	42.91	62.25	1335.66	533
k127_56192	4	85.82	130.12	2791.78	510
k127_4038	9	193.09	285.50	6125.37	523
k127_62200	10	214.55	268.90	5769.08	617
k127_22081	31	665.09	220.45	4729.75	2333
k127_96290	2	42.91	63.81	1369.05	520
k127_14067	2	42.91	62.73	1345.75	529
k127_72230	2	42.91	62.84	1348.30	528
k127_90278	5	107.27	130.84	2807.19	634
k127_58201	105	2252.74	769.46	16508.38	2264
k127_4042	7	150.18	126.93	2723.13	915
k127_30119	4	85.82	107.38	2303.90	618
k127_40140	6	128.73	95.99	2059.51	1037
k127_28113	7	150.18	208.13	4465.35	558
k127_82258	3	64.36	90.50	1941.56	550
k127_98302	3	64.36	94.63	2030.15	526
k127_18081	2	42.91	61.68	1323.24	538
k127_76242	2	42.91	61.68	1323.24	538
k127_94288	3	64.36	70.80	1519.00	703
k127_86275	14	300.36	226.39	4857.05	1026
k127_50181	2	42.91	65.19	1398.63	509
k127_48184	3	64.36	82.13	1762.14	606
k127_92289	4	85.82	115.82	2484.83	573
k127_4046	3	64.36	69.81	1497.69	713
k127_60214	9	193.09	161.95	3474.59	922
k127_70244	2	42.91	60.88	1306.25	545
k127_2033	3	64.36	98.17	2106.23	507
k127_14076	3	64.36	74.40	1596.20	669
k127_10068	2	42.91	65.06	1395.89	510
k127_36138	5	107.27	86.50	1855.85	959
k127_56199	7	150.18	205.19	4402.24	566
k127_64227	2	42.91	60.00	1287.35	553
k127_52190	3	64.36	97.59	2093.84	510
k127_40145	13	278.91	199.52	4280.65	1081
k127_44168	6	128.73	127.79	2741.61	779
k127_58206	2	42.91	62.73	1345.75	529
k127_70250	3	64.36	84.94	1822.28	586
k127_34135	2	42.91	64.18	1376.99	517
k127_28119	2	42.91	64.68	1387.73	513
k127_82268	6	128.73	107.50	2306.39	926
k127_80262	2	42.91	64.94	1393.16	511
k127_84276	7	150.18	187.62	4025.31	619
k127_8051	11	236.00	153.23	3287.55	1191
k127_14080	13	278.91	171.86	3687.15	1255
k127_44169	3	64.36	95.72	2053.57	520
k127_6050	9	193.09	229.72	4928.57	650
k127_50187	2	42.91	65.84	1412.51	504
k127_48192	2	42.91	64.06	1374.33	518
k127_52194	2	42.91	60.33	1294.37	550
k127_30130	2	42.91	61.11	1311.06	543
k127_4055	4	85.82	130.89	2808.30	507
k127_52195	2	42.91	63.20	1356.01	525
k127_40148	5	107.27	110.31	2366.70	752
k127_76252	2	42.91	60.00	1287.35	553
k127_46184	3	64.36	87.78	1883.34	567
k127_42163	4	85.82	113.64	2438.03	584
k127_70254	13	278.91	292.65	6278.67	737
k127_4056	2	42.91	60.66	1301.47	547
k127_24122	2	42.91	64.43	1382.34	515
k127_96312	2	42.91	59.79	1282.71	555
k127_84279	2	42.91	63.57	1363.80	522
k127_98320	2	42.91	65.58	1406.93	506
k127_36149	2	42.91	66.23	1420.97	501
k127_10075	8	171.64	144.90	3108.75	916
k127_28122	21	450.55	293.03	6286.79	1189
k127_78255	2	42.91	66.10	1418.14	502
k127_44175	2	42.91	62.96	1350.86	527
k127_32147	22	472.00	316.57	6791.80	1153
k127_52198	2	42.91	62.49	1340.69	531
k127_36151	8	171.64	179.85	3858.56	738
k127_74254	6	128.73	176.50	3786.73	564
k127_16090	9	193.09	137.12	2941.75	1089
k127_82276	2	42.91	62.14	1333.15	534
k127_86288	18	386.18	169.49	3636.29	1762
k127_54209	2	42.91	63.93	1371.68	519
k127_52202	2	42.91	62.61	1343.22	530
k127_14087	4	85.82	119.14	2556.21	557
k127_8058	7	150.18	148.70	3190.35	781
k127_56212	2	42.91	65.19	1398.63	509
k127_64236	32	686.55	281.50	6039.49	1886
k127_94302	2	42.91	59.04	1266.73	562
k127_66233	5	107.27	93.95	2015.58	883
k127_22099	7	150.18	143.56	3079.93	809
k127_44	3	64.36	94.45	2026.29	527
k127_88296	4	85.82	121.55	2607.71	546
k127_2050	6	128.73	162.66	3489.73	612
k127_78258	2	42.91	65.71	1409.71	505
k127_44181	3	64.36	76.93	1650.47	647
k127_82279	6	128.73	144.69	3104.23	688
k127_48206	2	42.91	63.93	1371.68	519
k127_76258	9	193.09	135.99	2917.64	1098
k127_36157	7	150.18	163.34	3504.45	711
k127_14088	24	514.91	288.33	6185.99	1381
k127_64238	5	107.27	162.02	3476.10	512
k127_74258	6	128.73	128.28	2752.21	776
k127_94305	5	107.27	131.88	2829.51	629
k127_16093	2	42.91	65.58	1406.93	506
k127_66234	12	257.46	204.83	4394.47	972
k127_84286	7	150.18	200.93	4310.84	578
k127_78261	2	42.91	60.77	1303.85	546
k127_4065	43	922.55	471.83	10122.98	1512
k127_38167	2	42.91	65.45	1404.15	507
k127_52207	10	214.55	272.88	5854.48	608
k127_82282	2	42.91	65.32	1401.39	508
k127_62220	14	300.36	203.57	4367.51	1141
k127_98328	6	128.73	125.06	2683.06	796
k127_66237	5	107.27	120.57	2586.86	688
k127_20109	2	42.91	65.97	1415.32	503
k127_60239	3	64.36	82.41	1767.97	604
