contig_id	count	cpm	tpm	fpkm	length
k127_95580	2	0.97	2.82	1.37	564
k127_91332	2	0.97	3.00	1.46	530
k127_10620	2	0.97	2.76	1.34	576
k127_74340	7	3.41	6.86	3.34	811
k127_87088	16	7.79	19.87	9.67	640
k127_74342	31	15.09	24.86	12.10	991
k127_48860	1032	502.34	1568.00	763.25	523
k127_53105	4	1.95	5.56	2.70	572
k127_25491	3	1.46	4.21	2.05	566
k127_78592	5	2.43	4.69	2.28	847
k127_17000	2	0.97	2.84	1.38	560
k127_97713	1009	491.15	1241.15	604.15	646
k127_57355	6	2.92	6.33	3.08	753
k127_63731	6261	3047.64	9813.02	4776.64	507
k127_84967	2	0.97	2.98	1.45	533
k127_42483	40	19.47	24.12	11.74	1318
k127_46738	2	0.97	2.89	1.41	549
k127_76468	14	6.81	10.68	5.20	1042
k127_74348	10	4.87	14.94	7.27	532
k127_8502	11	5.35	7.30	3.55	1198
k127_57356	4	1.95	5.68	2.76	560
k127_12752	13	6.33	8.86	4.31	1166
k127_46739	29	14.12	30.93	15.06	745
k127_19129	2	0.97	3.11	1.51	511
k127_59479	254	123.64	395.76	192.64	510
k127_82854	6	2.92	9.52	4.63	501
k127_95597	5	2.43	5.85	2.85	679
k127_72226	6	2.92	9.19	4.47	519
k127_87095	5	2.43	5.60	2.73	709
k127_84971	34	16.55	18.12	8.82	1491
k127_21255	2	0.97	2.82	1.37	563
k127_97718	3612	1758.20	4245.88	2066.75	676
k127_80733	2	0.97	2.92	1.42	545
k127_99839	8	3.89	11.29	5.50	563
k127_93473	16	7.79	9.18	4.47	1385
k127_78597	3	1.46	4.05	1.97	588
k127_48869	418	203.47	592.08	288.20	561
k127_95601	9	4.38	10.50	5.11	681
k127_14884	135	65.71	33.20	16.16	3231
k127_57361	31	15.09	13.27	6.46	1857
k127_8510	1065	518.41	1649.68	803.01	513
k127_34001	2	0.97	3.12	1.52	509
k127_10644	13	6.33	18.19	8.85	568
k127_89227	7	3.41	6.13	2.98	908
k127_82861	3	1.46	3.33	1.62	716
k127_91349	39	18.98	39.58	19.27	783
k127_53121	32	15.58	32.85	15.99	774
k127_34003	2	0.97	2.72	1.32	585
k127_101966	2	0.97	2.87	1.40	553
k127_36128	4	1.95	5.33	2.60	596
k127_72239	26	12.66	18.53	9.02	1115
k127_89229	10	4.87	11.57	5.63	687
k127_31878	144	70.09	68.81	33.49	1663
k127_40384	19	9.25	27.86	13.56	542
k127_93481	9	4.38	9.55	4.65	749
k127_97728	22	10.71	15.46	7.52	1131
k127_53126	2	0.97	3.02	1.47	527
k127_61623	15	7.30	9.12	4.44	1307
k127_78607	271	131.91	404.79	197.04	532
k127_10650	20	9.74	18.12	8.82	877
k127_78608	2	0.97	2.94	1.43	541
k127_14899	10504	5112.99	9336.50	4544.69	894
k127_70131	4	1.95	4.38	2.13	725
k127_93484	6	2.92	6.76	3.29	705
k127_48882	128	62.31	168.96	82.24	602
k127_80742	2	0.97	2.92	1.42	545
k127_42502	15	7.30	9.83	4.79	1212
k127_4282	588	286.22	857.33	417.32	545
k127_84985	4	1.95	4.57	2.23	695
