contig_id	count	cpm	tpm	fpkm	length
k127_3249	2	95.41	159.55	7611.19	500
k127_3611	9	429.35	643.33	30690.27	558
k127_13333	4	190.82	311.61	14865.60	512
k127_2528	68	3243.97	1815.45	86606.56	1494
k127_17652	57	2719.21	1893.03	90307.60	1201
k127_15853	4	190.82	275.08	13122.74	580
k127_15496	4	190.82	316.56	15101.56	504
k127_4334	34	1621.98	1021.96	48752.90	1327
k127_16936	4	190.82	216.48	10327.26	737
k127_364	10	477.05	372.77	17783.15	1070
k127_14775	19	906.40	949.68	45304.69	798
k127_1086	2	95.41	148.28	7073.59	538
k127_8295	4	190.82	271.34	12944.20	588
k127_725	2	95.41	151.08	7207.56	528
k127_16578	2	95.41	157.97	7535.83	505
k127_12254	2	95.41	154.30	7360.92	517
k127_1810	9	429.35	360.78	17211.23	995
k127_17295	6	286.23	348.86	16642.54	686
k127_17657	4	190.82	165.68	7903.62	963
k127_9377	4	190.82	310.40	14807.76	514
k127_12978	36	1717.39	1899.35	90609.38	756
k127_5421	29	1383.46	782.09	37309.75	1479
k127_6499	10	477.05	375.58	17917.11	1062
k127_7945	4	190.82	244.70	11673.60	652
k127_1092	9	429.35	376.29	17950.92	954
k127_13698	2	95.41	139.71	6664.79	571
k127_11539	3	143.12	204.55	9757.93	585
k127_5776	38	1812.80	1240.33	59170.45	1222
k127_6502	20	954.11	1505.15	71803.66	530
k127_10821	2	95.41	155.81	7432.80	512
k127_17658	34	1621.98	843.89	40258.31	1607
k127_3259	4	190.82	220.98	10541.81	722
k127_11540	4	190.82	188.14	8975.46	848
k127_17299	5	238.53	361.29	17235.48	552
k127_16585	5	238.53	327.47	15622.31	609
k127_2536	15	715.58	1116.22	53249.92	536
k127_13700	36	1717.39	1204.62	57467.02	1192
k127_10822	2	95.41	151.37	7221.24	527
k127_8300	9	429.35	506.32	24153.98	709
k127_2896	20	954.11	1180.07	56295.77	676
k127_10463	14	667.88	971.15	46328.97	575
k127_11905	2	95.41	157.97	7535.83	505
k127_5425	2	95.41	142.20	6783.59	561
k127_9743	6	286.23	324.72	15490.88	737
k127_4703	2	95.41	156.11	7447.35	511
k127_3264	7	333.94	549.62	26219.64	508
k127_1815	6	286.23	431.20	20570.78	555
k127_14782	6	286.23	394.92	18839.57	606
k127_2174	2	95.41	148.28	7073.59	538
k127_16587	6	286.23	445.66	21260.30	537
k127_14065	2	95.41	144.78	6906.70	551
k127_377	34	1621.98	2426.01	115733.63	559
k127_13346	40	1908.21	1520.93	72556.61	1049
k127_16589	46	2194.45	1311.49	62565.16	1399
k127_2545	2	95.41	152.24	7262.58	524
k127_9031	42	2003.63	1201.74	57329.61	1394
k127_737	5	238.53	277.37	13232.25	719
k127_12984	7	333.94	385.11	18371.83	725
k127_7225	108	5152.18	1913.70	91293.68	2251
k127_16223	61	2910.03	1701.45	81168.27	1430
k127_4355	30	1431.16	1652.75	78845.18	724
k127_1096	159	7585.15	2102.77	100313.24	3016
k127_16949	2	95.41	143.48	6844.59	556
k127_11184	3	143.12	197.13	9404.27	607
k127_16224	8	381.64	459.79	21934.26	694
k127_3987	11	524.76	444.53	21206.45	987
k127_2902	10	477.05	485.83	23176.58	821
k127_12986	6	286.23	310.00	14788.58	772
k127_6154	5	238.53	323.75	15444.78	616
k127_12269	2	95.41	140.69	6711.81	567
k127_2904	3	143.12	237.42	11326.17	504
k127_10114	2	95.41	155.20	7403.88	514
k127_3626	6	286.23	449.00	21419.85	533
k127_2550	58	2766.91	940.79	44880.94	2459
k127_6156	2	95.41	155.50	7418.31	513
k127_741	14	667.88	1110.16	52960.55	503
k127_3275	2	95.41	156.72	7476.61	509
k127_17671	7	333.94	353.42	16860.23	790
k127_7234	6	286.23	276.67	13198.59	865
k127_743	6	286.23	402.89	19220.17	594
k127_8312	2	95.41	138.02	6584.07	578
k127_2192	3	143.12	215.21	10266.89	556
k127_2554	38	1812.80	1103.12	52624.66	1374
k127_9397	2	95.41	159.23	7596.00	501
k127_13357	43	2051.33	1469.68	70111.63	1167
k127_4722	6	286.23	472.03	22518.31	507
k127_9759	2	95.41	143.99	6869.30	554
k127_12279	2	95.41	156.11	7447.35	511
k127_6880	2	95.41	151.66	7234.97	526
k127_1104	17	810.99	1204.39	57455.68	563
k127_8674	2	95.41	158.28	7550.78	504
k127_12992	3	143.12	182.69	8715.10	655
k127_2912	2	95.41	155.81	7432.80	512
k127_390	6	286.23	332.85	15878.70	719
k127_1470	27	1288.05	1512.55	72156.63	712
k127_15160	2	95.41	148.55	7086.77	537
k127_10482	42	2003.63	1318.04	62877.64	1271
k127_1471	12	572.46	938.50	44771.70	510
k127_16598	123	5867.76	1702.30	81208.90	2882
k127_2915	5	238.53	371.38	17716.92	537
k127_10840	18	858.70	712.97	34012.26	1007
k127_12281	21	1001.81	511.05	24379.95	1639
k127_1838	15	715.58	858.39	40949.72	697
k127_15163	3	143.12	221.18	10551.55	541
k127_3634	6	286.23	338.98	16171.08	706
k127_13715	34	1621.98	1436.59	68532.94	944
k127_4378	2	95.41	157.34	7506.10	507
k127_5084	2	95.41	140.69	6711.81	567
k127_11200	8	381.64	564.76	26942.26	565
k127_6523	4	190.82	150.51	7180.37	1060
k127_3635	14	667.88	485.57	23164.49	1150
k127_4732	2	95.41	156.72	7476.61	509
k127_10125	2	95.41	148.00	7060.47	539
k127_12283	2	95.41	147.45	7034.37	541
k127_1110	23	1097.22	1757.45	83839.72	522
k127_14087	36	1717.39	2257.72	107705.49	636
k127_17322	2	95.41	158.59	7565.79	503
k127_10126	4	190.82	221.90	10585.80	719
k127_17681	30	1431.16	772.00	36828.33	1550
k127_2561	20	954.11	1585.94	75657.93	503
k127_11568	16	763.29	1234.40	58887.34	517
k127_6886	37	1765.10	1896.91	90492.92	778
k127_7599	2	95.41	148.00	7060.47	539
k127_4735	5	238.53	361.29	17235.48	552
k127_15532	6	286.23	356.66	17014.58	671
k127_5802	4	190.82	291.14	13889.03	548
k127_17325	14	667.88	979.67	46735.37	570
k127_6527	7	333.94	300.54	14337.54	929
k127_2563	5	238.53	330.73	15777.75	603
k127_17684	5	238.53	338.02	16125.40	590
k127_41	43	2051.33	3416.57	162988.59	502
k127_10491	2	95.41	136.36	6505.29	585
k127_13365	2	95.41	156.11	7447.35	511
k127_8329	14	667.88	455.47	21728.51	1226
k127_4741	2	95.41	145.04	6919.26	550
k127_6528	4	190.82	181.51	8658.92	879
k127_13366	6	286.23	295.82	14112.22	809
k127_11933	18	858.70	1430.19	68227.78	502
k127_4003	4	190.82	319.09	15222.38	500
k127_14813	3	143.12	181.85	8675.37	658
k127_10133	3	143.12	222.83	10630.15	537
k127_15895	2	95.41	138.02	6584.07	578
k127_16965	2	95.41	147.45	7034.37	541
k127_11207	30	1431.16	1319.29	62937.06	907
k127_15171	2	95.41	153.11	7304.40	521
k127_15538	21	1001.81	1439.20	68657.63	582
k127_1485	2	95.41	153.41	7318.45	520
k127_16602	120	5724.64	1605.09	76571.31	2982
k127_13368	6	286.23	287.64	13722.09	832
k127_9055	24	1144.93	1769.45	84412.44	541
k127_6183	6	286.23	366.49	17483.59	653
k127_8690	2	95.41	154.90	7389.50	515
k127_11938	4	190.82	296.00	14120.94	539
k127_16968	6	286.23	379.87	18121.88	630
k127_9056	2	95.41	148.83	7099.99	536
k127_5097	18	858.70	1188.67	56705.87	604
k127_13369	50	2385.27	1507.42	71912.21	1323
k127_10497	2	95.41	140.94	6723.66	566
k127_15896	36	1717.39	700.10	33398.68	2051
k127_2203	93	4436.60	1984.72	94681.71	1869
k127_1125	16	763.29	658.60	31418.73	969
k127_2929	4	190.82	273.19	13032.86	584
k127_6536	2	95.41	148.00	7060.47	539
k127_15897	4	190.82	315.93	15071.66	505
k127_14822	2	95.41	141.44	6747.51	564
k127_11576	48	2289.86	1534.09	73184.50	1248
k127_17692	2	95.41	150.80	7193.94	529
k127_4391	16	763.29	778.27	37127.75	820
k127_7613	4	190.82	290.61	13863.73	549
k127_11212	25	1192.63	729.99	34824.25	1366
k127_6537	27	1288.05	2079.02	99180.54	518
k127_9418	4	190.82	285.92	13640.12	558
k127_763	33	1574.28	1254.77	59859.20	1049
k127_5460	17	810.99	1353.43	64565.97	501
k127_1857	2	95.41	154.30	7360.92	517
k127_5808	8	381.64	600.93	28667.38	531
k127_9779	2	95.41	151.66	7234.97	526
k127_4393	2	95.41	144.25	6881.73	553
k127_16259	24	1144.93	1608.86	76751.48	595
k127_14105	5	238.53	378.43	18053.10	527
k127_10140	49	2337.56	705.83	33671.74	2769
k127_7988	8	381.64	320.37	15283.51	996
k127_12298	2	95.41	146.64	6995.58	544
k127_5461	13	620.17	678.70	32377.44	764
k127_2575	8	381.64	574.94	27427.71	555
k127_12299	6	286.23	476.73	22742.59	502
k127_10856	107	5104.47	1409.93	67261.08	3027
k127_10502	4	190.82	225.67	10765.47	707
k127_16609	8	381.64	275.32	13134.06	1159
k127_5462	2	95.41	142.20	6783.59	561
k127_15547	13	620.17	830.97	39641.60	624
k127_16261	20	954.11	1507.99	71939.40	529
k127_14455	6	286.23	474.84	22652.35	504
k127_9780	28	1335.75	1429.99	68218.08	781
k127_8342	2	95.41	140.45	6699.99	568
k127_13379	10	477.05	657.11	31347.56	607
k127_3304	2	95.41	135.90	6483.12	587
k127_13730	2	95.41	153.11	7304.40	521
k127_17339	12	572.46	593.11	28294.38	807
k127_410	28	1335.75	1215.26	57974.23	919
k127_12303	24	1144.93	1428.77	68159.89	670
k127_2577	2	95.41	139.46	6653.14	572
k127_59	8	381.64	550.16	26245.48	580
k127_9423	4	190.82	304.48	14525.17	524
k127_4757	16	763.29	1263.73	60286.64	505
k127_14830	20	954.11	1589.10	75808.65	502
k127_5465	26	1240.34	1766.69	84280.62	587
k127_61	4	190.82	240.64	11479.92	663
k127_9782	30	1431.16	645.06	30773.00	1855
k127_12307	3	143.12	215.99	10303.96	554
k127_2215	6	286.23	439.92	20986.73	544
k127_15908	5	238.53	357.41	17050.15	558
k127_7996	5	238.53	385.00	18366.77	518
k127_11584	2	95.41	158.28	7550.78	504
k127_13737	2	95.41	141.44	6747.51	564
k127_7272	2	95.41	143.73	6856.93	555
k127_15185	11	524.76	410.82	19598.10	1068
k127_11585	2	95.41	145.04	6919.26	550
k127_9427	2	95.41	148.83	7099.99	536
k127_15553	24	1144.93	1625.25	77533.33	589
k127_7624	6	286.23	444.83	21220.78	538
k127_13385	16	763.29	640.10	30536.36	997
k127_16615	2	95.41	147.18	7021.39	542
k127_15909	56	2671.50	1428.16	68130.84	1564
k127_4403	2	95.41	148.55	7086.77	537
k127_13020	8	381.64	308.30	14707.61	1035
k127_17703	114	5438.41	1565.79	74696.58	2904
k127_11224	5	238.53	355.49	16958.98	561
k127_773	2	95.41	157.97	7535.83	505
k127_4762	6	286.23	465.60	22211.64	514
k127_419	44	2099.04	1682.65	80271.40	1043
k127_13739	3	143.12	215.60	10285.39	555
k127_9790	17	810.99	1226.17	58494.66	553
k127_10149	4	190.82	250.86	11967.28	636
k127_7273	2	95.41	145.84	6957.21	547
k127_14467	2	95.41	139.46	6653.14	572
k127_1138	24	1144.93	818.18	39031.73	1170
k127_17704	10	477.05	665.88	31766.23	599
k127_2948	6	286.23	356.13	16989.26	672
k127_10150	10	477.05	517.33	24679.60	771
k127_425	4	190.82	308.00	14693.41	518
k127_5825	8	381.64	544.52	25976.75	586
k127_17706	31	1478.87	1834.54	87517.37	674
k127_14468	22	1049.52	1368.96	65306.61	641
k127_4020	21	1001.81	1300.64	62047.73	644
k127_5472	2	95.41	157.65	7520.94	506
k127_13024	2	95.41	141.44	6747.51	564
k127_11592	34	1621.98	1693.06	80767.91	801
k127_13744	3	143.12	227.49	10852.45	526
k127_5112	4	190.82	303.90	14497.50	525
k127_2223	20	954.11	794.55	37904.32	1004
k127_10514	40	1908.21	740.35	35318.74	2155
k127_8355	2	95.41	145.57	6944.51	548
k127_8003	3	143.12	219.96	10493.37	544
k127_15561	2	95.41	154.60	7375.18	516
k127_6207	7	333.94	540.05	25763.21	517
k127_14471	2	95.41	158.91	7580.86	502
k127_17354	3	143.12	167.83	8006.16	713
k127_15196	4	190.82	245.45	11709.52	650
k127_11596	21	1001.81	1158.53	55267.96	723
k127_13028	4	190.82	232.57	11095.03	686
k127_2225	34	1621.98	1796.21	85688.87	755
k127_10869	14	667.88	601.73	28705.99	928
k127_6557	2	95.41	142.96	6820.06	558
k127_6209	12	572.46	842.67	40199.94	568
k127_11961	2	95.41	136.60	6516.43	584
k127_8007	9	429.35	527.13	25147.10	681
k127_5119	8	381.64	573.91	27378.37	556
k127_5478	4	190.82	258.16	12315.84	618
k127_1142	6	286.23	312.02	14884.98	767
k127_1505	6	286.23	247.74	11818.62	966
k127_1873	266	12689.63	1740.45	83028.87	6096
k127_13745	53	2528.38	1076.37	51348.39	1964
k127_14849	6	286.23	453.25	21622.69	528
k127_9434	18	858.70	509.91	24325.53	1408
k127_432	2	95.41	149.39	7126.58	534
k127_1144	2	95.41	156.11	7447.35	511
k127_13396	7	333.94	408.79	19501.58	683
k127_10158	19	906.40	508.28	24247.58	1491
k127_10517	4	190.82	291.67	13914.42	547
k127_15566	16	763.29	648.56	30939.79	984
k127_80	4	190.82	218.26	10412.02	731
k127_2230	5	238.53	358.05	17080.76	557
k127_10159	15	715.58	889.00	42410.04	673
k127_1146	11	524.76	418.66	19972.11	1048
k127_17002	16	763.29	1271.28	60646.92	502
k127_12323	16	763.29	1175.29	56067.68	543
k127_17362	2	95.41	157.03	7491.33	508
k127_6561	14	667.88	522.37	24919.70	1069
k127_7280	109	5199.89	2122.86	101271.91	2048
k127_8011	2	95.41	136.60	6516.43	584
k127_4418	12	572.46	663.85	31669.30	721
k127_4781	10	477.05	594.43	28357.63	671
k127_10161	6	286.23	404.94	19317.74	591
k127_10162	28	1335.75	1922.24	91701.06	581
k127_14856	2	95.41	156.42	7461.95	510
k127_10525	2	95.41	153.41	7318.45	520
k127_13037	33	1574.28	1627.01	77617.18	809
k127_1513	6	286.23	454.11	21663.72	527
k127_4782	26	1240.34	1509.53	72012.70	687
k127_13400	43	2051.33	2926.82	139625.04	586
k127_439	2	95.41	149.67	7139.95	533
k127_16289	20	954.11	1516.59	72349.70	526
k127_9079	2	95.41	154.60	7375.18	516
k127_4423	11	524.76	553.98	26427.74	792
k127_12327	2	95.41	140.20	6688.21	569
k127_16638	42	2003.63	3343.77	159515.92	501
k127_2235	2	95.41	153.70	7332.55	519
k127_9082	4	190.82	305.64	14580.82	522
k127_12329	4	190.82	239.92	11445.40	665
k127_16290	19	906.40	590.22	28156.65	1284
k127_11975	2	95.41	137.30	6550.08	581
k127_7644	3	143.12	209.19	9979.70	572
k127_4036	2	95.41	149.39	7126.58	534
k127_17727	8	381.64	570.83	27231.44	559
k127_11606	203	9684.19	1767.12	84301.13	4582
k127_4786	22	1049.52	1502.57	71680.71	584
k127_13755	11	524.76	632.21	30159.61	694
k127_10168	2	95.41	141.44	6747.51	564
k127_10529	36	1717.39	2568.71	122541.49	559
k127_14130	2	95.41	142.45	6795.70	560
k127_16641	10	477.05	652.81	31142.34	611
k127_7645	17	810.99	640.90	30574.24	1058
k127_17728	4	190.82	290.61	13863.73	549
k127_6571	24	1144.93	1424.52	67957.04	672
k127_13756	12	572.46	957.27	45667.13	500
k127_14486	24	1144.93	1880.70	89719.31	509
k127_1889	408	19463.79	16289.95	777118.31	999
k127_10531	2	95.41	152.24	7262.58	524
k127_10881	6	286.23	394.92	18839.57	606
k127_5495	2	95.41	143.99	6869.30	554
k127_803	3	143.12	150.33	7171.35	796
k127_6572	8	381.64	387.72	18496.20	823
k127_5840	19	906.40	1273.68	60761.59	595
k127_17371	4	190.82	302.74	14442.48	527
k127_7287	8	381.64	614.82	29330.20	519
k127_17731	2	95.41	159.23	7596.00	501
k127_6226	11	524.76	797.73	38055.94	550
k127_15931	37	1765.10	1548.58	73875.65	953
k127_4426	48	2289.86	1106.04	52763.87	1731
k127_12339	30	1431.16	1495.74	71354.89	800
k127_2242	4	190.82	210.21	10027.92	759
k127_13760	6	286.23	361.51	17245.89	662
k127_14132	20	954.11	1338.47	63852.25	596
k127_446	8	381.64	419.86	20029.44	760
k127_1892	2	95.41	152.82	7290.41	522
k127_10536	5	238.53	227.92	10873.13	875
k127_12340	16	763.29	1145.75	54658.44	557
k127_7288	11	524.76	338.28	16137.83	1297
k127_4044	6	286.23	322.97	15407.26	741
k127_15222	2	95.41	139.46	6653.14	572
k127_17733	29	1383.46	1498.32	71478.13	772
k127_1524	18	858.70	1057.37	50442.34	679
k127_11611	7	333.94	460.73	21979.50	606
k127_15933	2	95.41	140.20	6688.21	569
k127_9096	26	1240.34	1737.10	82868.88	597
k127_805	29	1383.46	955.96	45604.23	1210
k127_17013	4	190.82	216.19	10313.26	738
k127_3344	42	2003.63	1251.11	59684.45	1339
k127_13045	3	143.12	213.30	10175.39	561
k127_14864	25	1192.63	969.06	46229.28	1029
k127_6582	14	667.88	768.10	36642.58	727
k127_11250	7	333.94	544.26	25964.09	513
k127_807	2	95.41	145.04	6919.26	550
k127_12691	4	190.82	287.99	13738.61	554
k127_2967	2	95.41	157.65	7520.94	506
k127_1527	4	190.82	316.56	15101.56	504
k127_14135	9	429.35	384.76	18354.96	933
k127_11988	2	95.41	149.11	7113.26	535
k127_1896	14	667.88	995.38	47485.13	561
k127_6931	24	1144.93	1848.02	88160.48	518
k127_8029	2	95.41	157.03	7491.33	508
k127_1530	30	1431.16	1657.33	79063.59	722
k127_14137	12	572.46	796.40	37992.62	601
k127_6932	9	429.35	576.21	27488.24	623
k127_11254	30	1431.16	1475.45	70387.07	811
k127_3351	27	1288.05	1205.97	57531.38	893
k127_13417	14	667.88	1047.67	49979.66	533
k127_17020	16	763.29	1063.64	50741.25	600
k127_6238	52	2480.68	2213.55	105598.13	937
k127_13419	5	238.53	370.69	17683.99	538
k127_7662	11	524.76	599.39	28593.94	732
k127_5508	14	667.88	941.67	44922.70	593
k127_11620	81	3864.14	1613.79	76986.29	2002
k127_14144	30	1431.16	2073.82	98932.26	577
k127_17379	4	190.82	299.34	14279.90	533
k127_16655	28	1335.75	1707.68	81465.32	654
k127_11260	3	143.12	238.84	11393.99	501
k127_3699	16	763.29	1003.43	47869.11	636
k127_7301	2	95.41	141.19	6735.56	565
k127_457	6	286.23	470.17	22429.83	509
k127_15234	2	95.41	148.28	7073.59	538
k127_5160	4	190.82	311.61	14865.60	512
k127_816	14	667.88	762.86	36392.29	732
k127_12699	2	95.41	140.20	6688.21	569
k127_1539	2	95.41	139.71	6664.79	571
k127_12002	2	95.41	135.67	6472.10	588
k127_5161	7	333.94	401.73	19164.86	695
k127_16313	7	333.94	469.25	22385.85	595
k127_1541	4	190.82	291.67	13914.42	547
k127_7669	50	2385.27	2051.77	97880.51	972
k127_1543	2	95.41	158.28	7550.78	504
k127_2258	2	95.41	141.69	6759.49	563
k127_7670	4	190.82	218.86	10440.59	729
k127_14877	6	286.23	336.59	16057.36	711
k127_3364	2	95.41	143.73	6856.93	555
k127_13061	2	95.41	140.45	6699.99	568
k127_15947	4	190.82	266.80	12727.74	598
k127_4064	6	286.23	359.88	17168.09	665
k127_16320	2	95.41	151.66	7234.97	526
k127_8741	4	190.82	198.69	9478.44	803
k127_463	18	858.70	1416.09	67554.92	507
k127_15949	2	95.41	157.34	7506.10	507
k127_15241	3	143.12	221.59	10571.09	540
k127_16662	2	95.41	153.11	7304.40	521
k127_1548	4	190.82	253.65	12100.46	629
k127_7672	4	190.82	211.88	10107.82	753
k127_13778	4	190.82	308.60	14721.83	517
k127_14157	2	95.41	137.78	6572.70	579
k127_4068	2	95.41	149.95	7153.37	532
k127_17389	6	286.23	354.55	16913.75	675
k127_6948	17	810.99	1173.13	55964.62	578
k127_12010	44	2099.04	2026.56	96677.91	866
k127_1550	34	1621.98	1810.60	86375.30	749
k127_1907	108	5152.18	1462.23	69756.31	2946
k127_1551	2	95.41	145.31	6931.87	549
k127_13066	4	190.82	219.46	10469.31	727
k127_13429	3	143.12	211.79	10103.35	565
k127_12709	2	95.41	148.83	7099.99	536
k127_17390	2	95.41	159.23	7596.00	501
k127_14160	21	1001.81	1163.35	55498.25	720
k127_467	2	95.41	141.19	6735.56	565
k127_10901	36	1717.39	2013.90	96073.90	713
k127_14161	3	143.12	170.70	8143.21	701
k127_1189	11	524.76	489.13	23334.19	897
k127_13067	64	3053.14	2047.10	97657.59	1247
k127_16327	2	95.41	139.95	6676.48	570
k127_13784	16	763.29	865.92	41309.03	737
k127_17754	10	477.05	519.35	24776.00	768
k127_12351	2	95.41	148.83	7099.99	536
k127_17755	34	1621.98	2286.91	109097.98	593
k127_11635	7	333.94	357.50	17054.52	781
k127_5175	22	1049.52	1373.24	65511.01	639
k127_14164	7	333.94	457.71	21835.38	610
k127_6607	2	95.41	149.11	7113.26	535
k127_15596	36	1717.39	1564.17	74619.49	918
k127_7319	4	190.82	246.97	11782.03	646
k127_13069	17	810.99	767.05	36592.25	884
k127_8055	24	1144.93	1389.37	66280.30	689
k127_1915	2	95.41	154.60	7375.18	516
k127_9125	7	333.94	296.08	14124.69	943
k127_15251	2	95.41	154.90	7389.50	515
k127_15599	35	1669.69	2475.22	118081.38	564
k127_13070	2	95.41	141.94	6771.52	562
k127_6261	30	1431.16	1238.71	59093.08	966
k127_17042	9	429.35	635.36	30310.04	565
k127_15252	2	95.41	150.51	7180.37	530
k127_8398	12	572.46	542.06	25859.08	883
k127_2987	16	763.29	488.28	23293.61	1307
k127_134	2	95.41	142.45	6795.70	560
k127_4080	2	95.41	145.31	6931.87	549
k127_12357	3	143.12	172.67	8237.22	693
k127_2624	2	95.41	143.99	6869.30	554
k127_5529	4	190.82	310.40	14807.76	514
k127_14892	2	95.41	154.90	7389.50	515
k127_479	2	95.41	143.22	6832.31	557
k127_3373	39	1860.51	930.92	44409.98	1671
k127_14511	20	954.11	1336.23	63745.29	597
k127_6267	2	95.41	156.42	7461.95	510
k127_15257	3	143.12	232.35	11084.25	515
k127_1919	2	95.41	140.69	6711.81	567
k127_138	22	1049.52	1668.25	79584.67	526
k127_5532	39	1860.51	2270.91	108334.43	685
k127_17405	11	524.76	524.82	25036.80	836
k127_12360	2	95.41	149.39	7126.58	534
k127_17761	2	95.41	138.25	6595.48	577
k127_6959	3	143.12	187.26	8933.32	639
k127_8756	3	143.12	217.17	10360.06	551
k127_12021	2	95.41	148.28	7073.59	538
k127_139	29	1383.46	2299.62	109704.00	503
k127_9133	2	95.41	148.00	7060.47	539
k127_7686	9	429.35	487.74	23267.90	736
k127_16340	31	1478.87	2453.33	117037.12	504
k127_3378	22	1049.52	650.97	31054.55	1348
k127_5535	2	95.41	149.11	7113.26	535
k127_7330	6	286.23	356.66	17014.58	671
k127_1566	2	95.41	139.46	6653.14	572
k127_16675	7	333.94	383.52	18296.13	728
k127_7688	2	95.41	147.18	7021.39	542
k127_15611	4	190.82	285.41	13615.72	559
k127_10566	2	95.41	137.30	6550.08	581
k127_2280	2	95.41	156.72	7476.61	509
k127_11657	2	95.41	157.97	7535.83	505
k127_12363	4	190.82	248.90	11873.93	641
k127_9495	4	190.82	302.17	14415.13	528
k127_12726	2	95.41	145.04	6919.26	550
k127_17763	29	1383.46	643.33	30690.27	1798
k127_11288	8	381.64	501.72	23934.55	636
k127_8762	2	95.41	153.70	7332.55	519
k127_15265	64	3053.14	990.58	47256.12	2577
k127_6277	7	333.94	419.23	19999.37	666
k127_4832	5	238.53	373.47	17816.45	534
k127_9139	5	238.53	263.10	12551.43	758
k127_4447	24	1144.93	653.43	31172.10	1465
k127_11661	22	1049.52	997.16	47569.93	880
k127_147	14	667.88	1047.67	49979.66	533
k127_11662	4	190.82	242.84	11584.76	657
k127_10569	2	95.41	149.11	7113.26	535
k127_8070	22	1049.52	1655.66	78984.03	530
k127_9499	4	190.82	249.29	11892.48	640
k127_2641	25	1192.63	1440.98	68742.67	692
k127_492	36	1717.39	2832.17	135109.85	507
k127_4449	2	95.41	159.55	7611.19	500
k127_17422	2	95.41	157.34	7506.10	507
k127_16685	2	95.41	143.22	6832.31	557
k127_5543	12	572.46	616.80	29424.70	776
k127_16351	4	190.82	252.85	12062.10	631
k127_17424	3	143.12	203.50	9708.15	588
k127_15978	12	572.46	721.93	34439.77	663
k127_14522	59	2814.62	2367.50	112942.68	994
k127_2645	2	95.41	156.72	7476.61	509
k127_14179	2	95.41	152.53	7276.47	523
k127_5876	5	238.53	374.87	17883.43	532
k127_17770	2	95.41	155.50	7418.31	513
k127_10572	7	333.94	508.57	24261.53	549
k127_10922	20	954.11	1356.68	64720.99	588
k127_12370	16	763.29	725.21	34596.31	880
k127_2285	91	4341.19	2098.07	100089.32	1730
k127_11666	41	1955.92	2397.86	114391.02	682
k127_16353	13	620.17	1024.75	48886.09	506
k127_11300	9	429.35	474.21	22622.42	757
k127_3009	46	2194.45	1397.39	66663.11	1313
k127_1572	2	95.41	156.42	7461.95	510
k127_3385	30	1431.16	1869.68	89193.61	640
k127_7342	2	95.41	152.53	7276.47	523
k127_15621	66	3148.55	1876.34	89511.48	1403
k127_8414	4	190.82	311.61	14865.60	512
k127_6633	2	95.41	155.20	7403.88	514
k127_3742	5	238.53	332.94	15883.11	599
k127_8415	2	95.41	135.90	6483.12	587
k127_12377	4	190.82	206.13	9833.58	774
k127_8079	227	10829.12	4504.59	214893.00	2010
k127_1221	2	95.41	146.10	6969.95	546
k127_17065	5	238.53	305.88	14592.00	652
k127_12379	4	190.82	315.93	15071.66	505
k127_4841	9	429.35	528.69	25221.17	679
k127_7707	4	190.82	250.46	11948.49	637
k127_9153	3	143.12	217.17	10360.06	551
k127_14910	3	143.12	202.81	9675.24	590
k127_4107	5	238.53	361.29	17235.48	552
k127_3016	4	190.82	296.55	14147.19	538
k127_4465	2	95.41	156.42	7461.95	510
k127_11675	5	238.53	388.76	18545.78	513
k127_6293	2	95.41	150.51	7180.37	530
k127_6982	2	95.41	152.82	7290.41	522
k127_15628	2	95.41	154.30	7360.92	517
k127_17068	4	190.82	317.82	15161.73	502
k127_10926	2	95.41	148.28	7073.59	538
k127_4469	26	1240.34	1766.69	84280.62	587
k127_6294	22	1049.52	1526.09	72802.67	575
k127_12748	36	1717.39	1428.77	68159.89	1005
k127_5888	2	95.41	155.20	7403.88	514
k127_9512	12	572.46	278.76	13298.52	1717
k127_16366	4	190.82	236.36	11275.83	675
k127_8775	4	190.82	253.65	12100.46	629
k127_1585	28	1335.75	1140.78	54421.16	979
k127_3748	2	95.41	152.53	7276.47	523
k127_17069	18	858.70	1065.22	50816.54	674
k127_2657	21	1001.81	731.54	34898.46	1145
k127_12386	6	286.23	390.41	18624.44	613
