contig_id	count	cpm	tpm	fpkm	length
k127_184147	2	10.71	22.08	118.18	570
k127_64245	5	26.77	53.41	285.92	589
k127_17132	9	48.18	70.00	374.70	809
k127_102790	23	123.12	216.32	1157.94	669
k127_119919	2	10.71	23.09	123.60	545
k127_94225	2	10.71	22.51	120.50	559
k127_85661	4	21.41	36.58	195.82	688
k127_137047	2	10.71	22.71	121.59	554
k127_158455	9	48.18	73.16	391.64	774
k127_179866	10	53.53	67.08	359.07	938
k127_107074	2	10.71	24.87	133.13	506
k127_111356	4	21.41	47.94	256.62	525
k127_209841	2	10.71	24.92	133.39	505
k127_115637	13	69.59	97.61	522.50	838
k127_89945	3	16.06	36.72	196.58	514
k127_68531	5	26.77	58.69	314.19	536
k127_158458	2	10.71	24.25	129.79	519
k127_196997	2	10.71	22.88	122.48	550
k127_47116	13	69.59	95.33	510.32	858
k127_94227	4	21.41	44.78	239.72	562
k127_102793	6	32.12	52.00	278.36	726
k127_77100	2	10.71	22.12	118.39	569
k127_3	5	26.77	57.51	307.87	547
k127_94228	4	21.41	36.26	194.13	694
k127_145613	8	42.82	54.77	293.20	919
k127_124205	2	10.71	24.29	130.04	518
k127_119927	2	10.71	24.15	129.29	521
k127_115639	6	32.12	63.66	340.79	593
k127_72819	8	42.82	97.36	521.18	517
k127_59966	3	16.06	28.95	154.97	652
k127_167025	2	10.71	22.63	121.15	556
k127_162744	2	10.71	25.12	134.46	501
k127_119931	2	10.71	25.07	134.19	502
k127_205566	2	10.71	23.22	124.28	542
k127_171312	5	26.77	47.24	252.86	666
k127_137057	2	10.71	22.27	119.22	565
k127_119932	5	26.77	60.04	321.38	524
k127_188437	2	10.71	24.25	129.79	519
k127_184157	2	10.71	23.79	127.34	529
k127_124208	11	58.88	132.84	711.12	521
k127_55690	9	48.18	108.69	581.82	521
k127_94234	11	58.88	69.28	370.86	999
k127_107082	4	21.41	36.85	197.25	683
k127_115642	6	32.12	53.78	287.87	702
k127_107083	2	10.71	22.80	122.03	552
k127_25709	8	42.82	53.66	287.26	938
k127_21432	2	10.71	22.96	122.92	548
k127_154189	2	10.71	23.57	126.15	534
k127_4291	18	96.35	165.82	887.64	683
k127_197008	2	10.71	23.35	124.98	539
k127_162749	2	10.71	23.35	124.98	539
k127_137062	2	10.71	25.12	134.46	501
k127_17145	10	53.53	76.82	411.25	819
k127_94237	8	42.82	92.70	496.22	543
k127_201289	4	21.41	47.22	252.77	533
k127_137064	2	10.71	22.88	122.48	550
k127_128493	2	10.71	23.88	127.82	527
k127_188443	10	53.53	93.63	501.21	672
k127_47128	4	21.41	39.63	212.16	635
k127_179881	12	64.24	82.34	440.76	917
k127_89955	2	10.71	23.13	123.83	544
k127_158468	4	21.41	45.10	241.44	558
k127_128494	2	10.71	22.88	122.48	550
k127_205573	3	16.06	29.13	155.93	648
k127_154191	30	160.59	100.67	538.90	1875
k127_72828	2	10.71	23.88	127.82	527
