contig_id	count	cpm	tpm	fpkm	length
k127_4187	3	22.58	99.40	748.27	618
k127_3921	12	90.33	332.95	2506.41	738
k127_2232	32	240.89	433.08	3260.15	1513
k127_3211	2203	16583.86	33071.61	248958.24	1364
k127_3566	1026	7723.58	22761.50	171345.24	923
k127_2942	205	1543.21	2548.68	19186.10	1647
k127_1786	4	30.11	124.10	934.21	660
k127_2854	9	67.75	178.75	1345.58	1031
k127_1523	7	52.69	229.70	1729.18	624
k127_3568	19	143.03	283.57	2134.65	1372
k127_3302	8	60.22	305.05	2296.37	537
k127_3390	93	700.09	2283.35	17188.71	834
k127_3126	16	120.45	540.63	4069.81	606
k127_191	616	4637.16	14077.58	105973.94	896
k127_987	2310	17389.34	27388.92	206179.76	1727
k127_2593	4	30.11	159.66	1201.90	513
k127_3929	366	2755.19	8497.04	63964.48	882
k127_2061	10	75.28	263.87	1986.39	776
k127_1882	53	398.98	2006.01	15100.97	541
k127_1795	10	75.28	313.10	2356.94	654
k127_2239	18	135.50	353.38	2660.20	1043
k127_815	130	978.62	847.48	6379.72	3141
k127_2951	10	75.28	364.35	2742.77	562
k127_279	47	353.81	1494.40	11249.63	644
k127_3841	2	15.06	72.61	546.61	564
k127_544	177	1332.43	3213.06	24187.48	1128
k127_2505	12	90.33	362.95	2732.24	677
k127_2684	29	218.31	633.74	4770.73	937
k127_4108	4	30.11	150.84	1135.50	543
k127_1887	45	338.75	1675.35	12611.77	550
k127_1529	2680	20174.65	35427.35	266691.86	1549
k127_2153	2	15.06	73.79	555.47	555
k127_4379	2	15.06	71.72	539.91	571
k127_2954	4	30.11	148.38	1116.98	552
k127_2863	5	37.64	183.15	1378.75	559
k127_731	599	4509.18	12119.97	91237.36	1012
k127_1096	41	308.64	1526.43	11490.73	550
k127_2425	6	45.17	234.91	1768.38	523
k127_1972	3750	28229.45	33634.16	253193.02	2283
k127_1530	28	210.78	452.16	3403.81	1268
k127_3483	4	30.11	86.67	652.46	945
k127_4029	19	143.03	408.67	3076.40	952
k127_1098	4	30.11	137.20	1032.79	597
k127_198	15	112.92	410.62	3091.12	748
k127_4288	1158	8717.25	23854.89	179576.11	994
k127_999	8	60.22	271.21	2041.64	604
k127_2430	6	45.17	184.20	1386.60	667
k127_3050	47	353.81	788.20	5933.47	1221
k127_828	143	1076.48	5652.77	42553.24	518
k127_1975	25	188.20	621.25	4676.70	824
k127_1890	2	15.06	72.36	544.68	566
k127_3145	4	30.11	136.97	1031.06	598
k127_913	62	466.73	2508.98	18887.20	506
k127_1001	5	37.64	196.89	1482.15	520
k127_2513	14	105.39	321.02	2416.59	893
k127_4033	754	5676.00	25948.34	195335.31	595
k127_1186	2	15.06	79.68	599.78	514
k127_2070	388	2920.81	2835.43	21344.70	2802
k127_3938	30	225.84	661.96	4983.10	928
k127_2962	4	30.11	110.24	829.85	743
k127_914	10	75.28	387.81	2919.39	528
k127_4387	14	105.39	388.97	2928.11	737
k127_2167	2	15.06	77.27	581.68	530
k127_555	2	15.06	72.61	546.61	564
k127_4217	2	15.06	80.30	604.49	510
k127_2169	4	30.11	133.18	1002.56	615
k127_2964	4	30.11	156.61	1178.92	523
k127_835	6	45.17	142.69	1074.17	861
k127_4297	61	459.20	762.09	5736.90	1639
k127_2256	146	1099.07	1226.24	9230.93	2438
k127_2873	2	15.06	73.39	552.49	558
k127_3676	518	3899.43	4646.00	34974.40	2283
k127_734	442	3327.31	2243.58	16889.34	4034
k127_922	2	15.06	79.68	599.78	514
k127_4393	13	97.86	364.65	2745.03	730
k127_661	314	2363.75	9400.02	70761.97	684
k127_4125	4	30.11	130.42	981.81	628
k127_1282	25	188.20	807.43	6078.23	634
k127_3232	500	3763.93	2927.72	22039.45	3497
k127_3595	2	15.06	81.26	611.68	504
k127_927	2	15.06	71.10	535.22	576
k127_2800	130	978.62	4378.19	32958.40	608
k127_3596	292	2198.13	9460.65	71218.39	632
k127_4225	12	90.33	429.58	3233.79	572
k127_561	48	361.34	836.49	6296.94	1175
k127_4043	5	37.64	188.20	1416.76	544
k127_1544	13	97.86	303.18	2282.31	878
k127_3236	23	173.14	872.15	6565.39	540
k127_840	2	15.06	70.12	527.89	584
k127_1815	224	1686.24	4355.87	32790.35	1053
k127_1284	282	2122.85	9389.21	70680.62	615
k127_3159	11	82.81	253.08	1905.15	890
k127_215	39	293.59	1030.43	7756.92	775
k127_299	13	97.86	377.05	2838.34	706
k127_1995	14	105.39	444.45	3345.76	645
k127_1017	2	15.06	74.73	562.57	548
k127_2344	2015	15168.62	4798.24	36120.48	8599
k127_563	2	15.06	77.86	586.10	526
k127_745	49	368.86	1401.32	10548.95	716
k127_2080	2	15.06	73.79	555.47	555
k127_1913	34	255.95	1243.21	9358.74	560
k127_3332	26	195.72	971.51	7313.40	548
k127_2619	126	948.51	1938.42	14592.14	1331
k127_3333	4	30.11	136.06	1024.21	602
k127_1819	2	15.06	77.56	583.88	528
k127_1373	17	127.97	458.63	3452.50	759
k127_3163	2	15.06	77.71	584.99	527
k127_1654	34	255.95	479.15	3606.95	1453
k127_2001	54	406.50	1033.39	7779.23	1070
k127_4398	4182	31481.48	49757.48	374567.02	1721
k127_2808	17	127.97	401.04	3018.95	868
k127_480	10	75.28	365.00	2747.66	561
k127_1116	501	3771.45	2559.56	19267.99	4008
k127_3504	4	30.11	107.77	811.28	760
k127_749	6	45.17	206.14	1551.78	596
k127_404	29	218.31	625.73	4710.40	949
k127_1553	40	301.11	1342.72	10107.80	610
k127_482	10	75.28	338.45	2547.83	605
k127_3866	10	75.28	375.03	2823.15	546
k127_3076	17	127.97	431.89	3251.17	806
k127_675	10	75.28	350.62	2639.45	584
k127_2624	51	383.92	1614.07	12150.45	647
k127_2352	40	301.11	1612.32	12137.32	508
k127_2896	10	75.28	396.83	2987.29	516
k127_1555	19	143.03	717.81	5403.57	542
k127_848	8807	66297.80	35788.12	269407.71	5039
k127_3508	84	632.34	3221.02	24247.36	534
k127_225	23	173.14	758.39	5709.03	621
k127_2355	33	248.42	1314.64	9896.40	514
k127_4402	77	579.64	1236.62	9309.08	1275
k127_3510	12	90.33	474.36	3570.90	518
