contig_id	count	cpm	tpm	fpkm	length
k127_14022	2	39.36	87.90	1730.00	533
k127_24534	6	118.08	196.31	3863.49	716
k127_43805	12	236.16	479.72	9441.17	586
k127_29791	2	39.36	84.57	1664.42	554
k127_59575	3	59.04	133.36	2624.54	527
k127_56070	4	78.72	163.82	3224.08	572
k127_52568	5	98.40	188.01	3700.19	623
k127_42054	6	118.08	139.31	2741.59	1009
k127_7017	2	39.36	92.78	1825.92	505
k127_75346	2	39.36	91.33	1797.44	513
k127_84105	2	39.36	90.45	1780.09	518
k127_71841	6	118.08	221.35	4356.32	635
k127_40306	2	39.36	88.24	1736.51	531
k127_35049	6	118.08	181.84	3578.61	773
k127_28041	22	432.97	751.29	14785.66	686
k127_17530	4	78.72	171.00	3365.28	548
k127_85855	6	118.08	149.21	2936.58	942
k127_1755	3	59.04	139.72	2749.76	503
k127_84106	2	39.36	89.07	1753.02	526
k127_45567	2	39.36	90.28	1776.66	519
k127_15782	4	78.72	101.85	2004.54	920
k127_75347	2	39.36	89.76	1766.45	522
k127_68339	4	78.72	181.60	3573.98	516
k127_7021	28	551.05	414.11	8149.76	1584
k127_80604	2	39.36	89.59	1763.07	523
k127_52574	2	39.36	88.07	1733.25	532
k127_40312	4	78.72	149.45	2941.27	627
k127_59585	2	39.36	84.27	1658.43	556
k127_82363	2	39.36	91.69	1804.48	511
k127_3518	2	39.36	85.65	1685.72	547
k127_35055	2	39.36	84.12	1655.45	557
k127_26298	2	39.36	84.73	1667.43	553
k127_49070	12	236.16	248.56	4891.71	1131
k127_38562	5	98.40	205.50	4044.24	570
k127_29803	2	39.36	93.33	1836.83	502
k127_8774	9	177.12	204.30	4020.73	1032
k127_49071	2	39.36	84.73	1667.43	553
k127_1761	2	39.36	91.15	1793.94	514
k127_31554	3	59.04	139.44	2744.31	504
k127_12278	19	373.93	233.41	4593.51	1907
k127_5267	9	177.12	289.22	5691.90	729
k127_36813	26	511.69	882.74	17372.66	690
k127_59588	9	177.12	255.56	5029.57	825
k127_12279	2	39.36	87.58	1723.53	535
k127_56081	10	196.80	364.33	7170.20	643
k127_21036	26	511.69	311.24	6125.26	1957
k127_85865	3	59.04	124.61	2452.36	564
k127_77106	2	39.36	93.15	1833.18	503
k127_3522	5	98.40	128.29	2524.88	913
k127_12281	2	39.36	89.59	1763.07	523
k127_56083	4	78.72	165.27	3252.51	567
k127_73603	20	393.61	817.68	16092.28	573
k127_19294	2	39.36	86.60	1704.41	541
k127_50820	54	1062.74	296.82	5841.47	4262
k127_28054	2	39.36	87.25	1717.11	537
k127_49074	3	59.04	128.01	2519.36	549
k127_33310	5	98.40	167.57	3297.88	699
k127_45581	4	78.72	155.14	3053.27	604
k127_14038	6	118.08	168.74	3320.84	833
k127_24552	4	78.72	129.97	2557.80	721
k127_10536	5	98.40	190.15	3742.24	616
k127_70102	4	78.72	182.66	3594.88	513
k127_50822	4	78.72	170.07	3346.96	551
k127_52586	2	39.36	86.29	1698.14	543
k127_85873	4	78.72	123.46	2429.74	759
k127_1771	4	78.72	171.31	3371.43	547
k127_35067	5	98.40	196.53	3867.82	596
k127_47333	2	39.36	91.33	1797.44	513
k127_85874	2	39.36	86.93	1710.74	539
k127_63097	2	39.36	92.05	1811.57	509
k127_29816	5	98.40	217.31	4276.84	539
k127_75362	8	157.44	214.19	4215.26	875
k127_28058	6	118.08	203.12	3997.49	692
k127_33316	2	39.36	89.07	1753.02	526
k127_71863	7	137.76	294.41	5794.09	557
k127_73610	2	39.36	85.50	1682.64	548
k127_31567	2	39.36	92.60	1822.31	506
k127_66612	2	39.36	90.10	1773.25	520
k127_80616	8	157.44	267.35	5261.55	701
k127_52588	10	196.80	193.29	3803.99	1212
k127_10544	2	39.36	82.49	1623.39	568
k127_33317	4	78.72	131.98	2597.43	710
k127_36824	2	39.36	91.69	1804.48	511
k127_71869	2	39.36	88.40	1739.79	530
k127_54341	2	39.36	93.33	1836.83	502
k127_36825	2	39.36	92.23	1815.13	508
k127_22810	6	118.08	164.78	3242.98	853
k127_85880	5	98.40	226.13	4450.23	518
k127_85881	2	39.36	85.65	1685.72	547
k127_28062	4	78.72	161.56	3179.61	580
k127_57851	6	118.08	239.86	4720.58	586
k127_47338	5	98.40	138.78	2731.30	844
k127_77121	4	78.72	185.19	3644.61	506
k127_17551	6	118.08	165.36	3254.43	850
k127_70110	3	59.04	111.73	2198.94	629
k127_80620	4	78.72	187.41	3688.35	500
k127_78874	4	78.72	178.49	3512.71	525
k127_77122	2	39.36	83.67	1646.58	560
k127_78875	2	39.36	83.67	1646.58	560
k127_47339	5	98.40	150.94	2970.64	776
k127_56097	2	39.36	90.98	1790.46	515
k127_38581	6	118.08	259.81	5113.24	541
k127_52593	2	39.36	84.42	1661.42	555
k127_82383	3	59.04	123.73	2435.09	568
k127_84133	2	39.36	92.41	1818.71	507
k127_26325	5	98.40	135.41	2664.99	865
k127_63105	3	59.04	134.89	2654.76	521
k127_59604	2	39.36	85.03	1673.48	551
k127_52594	6	118.08	204.60	4026.58	687
k127_68362	7	137.76	209.97	4132.27	781
k127_36832	2	39.36	87.41	1720.31	536
k127_3543	24	472.33	1077.08	21197.41	522
k127_26328	4	78.72	146.42	2881.52	640
k127_15810	2	39.36	93.33	1836.83	502
k127_43847	3	59.04	109.98	2164.52	639
k127_21058	2	39.36	84.88	1670.45	552
k127_56102	2	39.36	85.34	1679.58	549
k127_50836	3	59.04	101.41	1995.86	693
k127_66622	2	39.36	93.52	1840.49	501
k127_77127	6	118.08	203.41	4003.27	691
k127_38586	2	39.36	87.74	1726.76	534
k127_33337	2	39.36	87.41	1720.31	536
k127_54351	2	39.36	86.29	1698.14	543
k127_35084	2	39.36	85.34	1679.58	549
k127_5297	39	767.54	567.48	11168.14	1610
k127_78883	30	590.41	298.55	5875.66	2354
k127_42093	4	78.72	150.65	2964.91	622
k127_71889	8	157.44	312.88	6157.51	599
k127_17558	11	216.48	456.09	8976.07	565
k127_24566	3	59.04	133.61	2629.53	526
k127_84141	7	137.76	302.00	5943.47	543
k127_54353	2	39.36	84.27	1658.43	556
k127_77129	3	59.04	124.61	2452.36	564
k127_33341	2	39.36	90.28	1776.66	519
k127_59608	5	98.40	141.98	2794.20	825
k127_82390	2	39.36	89.76	1766.45	522
k127_7050	6	118.08	165.56	3258.26	849
k127_15815	4	78.72	140.49	2764.88	667
k127_66629	3	59.04	128.48	2528.58	547
k127_42097	3	59.04	112.09	2205.95	627
k127_63113	9	177.12	295.29	5811.48	714
k127_85894	2	39.36	90.45	1780.09	518
k127_8808	2	39.36	87.09	1713.92	538
k127_5303	3	59.04	134.89	2654.76	521
k127_54357	5	98.40	218.12	4292.77	537
k127_26337	64	1259.54	542.83	10683.13	2762
k127_12311	2	39.36	89.07	1753.02	526
k127_14060	3	59.04	104.43	2055.17	673
k127_33346	5	98.40	146.78	2888.75	798
k127_44	2	39.36	90.98	1790.46	515
k127_38594	2	39.36	93.71	1844.17	500
