contig_id	count	cpm	tpm	fpkm	length
k127_6085	44	2217.41	1996.04	100591.67	885
k127_180	40	2015.82	2636.95	132890.92	609
k127_5014	25	1259.89	1872.56	94368.67	536
k127_721	43	2167.01	2516.54	126822.68	686
k127_539	174	8768.84	3429.40	172826.69	2037
k127_5196	36	1814.24	2526.77	127338.31	572
k127_6270	63	3174.92	2958.25	149082.63	855
k127_7693	82	4132.44	3666.04	184752.41	898
k127_4665	80	4031.65	3139.60	158222.03	1023
k127_2154	49	2469.38	3008.00	151590.13	654
k127_1974	30	1511.87	1705.99	85974.40	706
k127_4486	72	3628.48	2714.21	136784.06	1065
k127_2872	30	1511.87	2058.85	103757.14	585
k127_8763	48	2418.99	2629.04	132492.06	733
k127_2158	46	2318.20	2922.14	147262.90	632
k127_546	50	2519.78	3413.91	172046.28	588
k127_8050	32	1612.66	2509.23	126454.01	512
k127_8582	68	3426.90	2760.40	139112.20	989
k127_8226	36	1814.24	2404.85	121193.86	601
k127_1267	54	2721.36	2830.25	142632.20	766
k127_5199	30	1511.87	2370.92	119484.11	508
k127_4303	124	6249.06	2525.78	127288.06	1971
k127_1978	34	1713.45	2428.86	122403.89	562
k127_1442	48	2418.99	3266.25	164604.55	590
k127_911	105	5291.54	3609.16	181885.91	1168
k127_2520	32	1612.66	2370.34	119454.71	542
k127_6809	28	1411.08	1481.07	74639.52	759
k127_5023	46	2318.20	3245.68	163567.93	569
k127_3055	30	1511.87	2276.80	114740.88	529
k127_7346	48	2418.99	3465.98	174670.29	556
k127_7162	29	1461.47	2269.55	114375.56	513
k127_2879	71	3578.09	2411.58	121532.79	1182
k127_1627	62	3124.53	4100.75	206659.61	607
k127_1447	52	2620.57	3411.24	171911.34	612
k127_3415	2	100.79	144.16	7264.86	557
k127_3057	70	3527.69	2448.03	123369.77	1148
k127_199	41	2066.22	2286.18	115213.66	720
k127_8060	53	2670.97	3048.46	153628.95	698
k127_5565	38	1915.03	2468.62	124407.83	618
k127_6819	45	2267.80	2818.48	142038.83	641
k127_6996	26	1310.29	1468.13	73987.16	711
k127_6820	76	3830.07	2607.88	131425.71	1170
k127_5030	32	1612.66	2273.85	114591.96	565
k127_3956	36	1814.24	2784.81	140342.03	519
k127_8783	6	302.37	364.43	18365.48	661
k127_6824	44	2217.41	3470.52	174899.07	509
k127_379	36	1814.24	2517.97	126894.62	574
k127_8234	42	2116.62	2433.19	122622.07	693
k127_1276	86	4334.02	3060.90	154255.96	1128
k127_2181	42	2116.62	2531.83	127593.24	666
k127_3782	41	2066.22	3265.98	164590.94	504
k127_3074	28	1411.08	2109.07	106287.80	533
k127_4858	218	10986.24	2499.91	125984.46	3501
k127_7538	48	2418.99	2483.36	125150.36	776
k127_3427	28	1411.08	1858.07	93638.68	605
k127_5035	44	2217.41	2973.90	149871.42	594
k127_2712	26	1310.29	1672.82	84302.68	624
k127_7540	81	4082.04	2875.29	144902.21	1131
k127_7883	27	1360.68	2068.68	104252.16	524
k127_386	95	4787.58	2699.24	136029.80	1413
k127_5941	28	1411.08	2036.47	102629.34	552
k127_4325	60	3023.74	2257.60	113773.06	1067
k127_2900	36	1814.24	2400.86	120992.55	602
k127_4326	32	1612.66	1712.97	86325.94	750
k127_2356	22	1108.70	1725.09	86937.13	512
k127_7546	54	2721.36	3137.44	158113.27	691
k127_7547	30	1511.87	1827.66	92106.11	659
k127_6299	54	2721.36	2663.36	134221.46	814
k127_7361	591	29783.80	4522.06	227891.97	5247
k127_7362	36	1814.24	2716.76	136912.62	532
k127_6465	60	3023.74	1767.32	89065.19	1363
k127_1107	36	1814.24	2558.08	128915.95	565
k127_7893	64	3225.32	2795.92	140901.97	919
k127_2193	24	1209.49	1787.65	90089.69	539
k127_1111	30	1511.87	2131.73	107429.96	565
k127_2002	85	4283.63	2998.72	151122.55	1138
k127_49	40	2015.82	2792.88	140748.82	575
k127_7017	180	9071.21	2762.45	139215.43	2616
k127_8247	32	1612.66	2499.46	125961.98	514
k127_2365	64	3225.32	2449.43	123440.33	1049
k127_1474	28	1411.08	2145.29	108113.36	524
k127_220	36	1814.24	2711.66	136655.75	533
k127_222	16	806.33	1205.18	60735.89	533
k127_8448	60	3023.74	3007.31	151555.37	801
k127_1837	56	2822.15	2765.40	139363.83	813
k127_4523	84	4233.23	2545.21	128267.32	1325
k127_52	38	1915.03	2690.67	135597.96	567
k127_6128	41	2066.22	2971.21	149736.16	554
k127_2916	115	5795.49	5444.55	274381.35	848
k127_8616	31	1562.26	2426.08	122263.53	513
k127_3799	74	3729.27	3987.82	200968.53	745
k127_2728	28	1411.08	2007.38	101163.21	560
k127_4172	57	2872.55	3456.82	174208.55	662
k127_6473	134	6753.01	2815.17	141872.01	1911
k127_8621	26	1310.29	2026.87	102145.38	515
k127_5773	27	1360.68	2096.68	105663.70	517
k127_7906	44	2217.41	3477.35	175243.36	508
k127_3449	32	1612.66	2092.38	105447.00	614
k127_4714	44	2217.41	2944.16	148372.71	600
k127_61	33	1663.05	2481.03	125033.18	534
k127_3989	34	1713.45	2713.76	136761.40	503
k127_5961	25	1259.89	1922.78	96899.63	522
k127_4888	28	1411.08	1467.54	73957.44	766
k127_2212	24	1209.49	1911.79	96345.92	504
k127_1122	28	1411.08	2117.01	106688.13	531
k127_2017	28	1411.08	2093.36	105496.09	537
k127_3097	24	1209.49	1751.90	88287.89	550
k127_4530	92	4636.40	7270.83	366417.93	508
k127_3808	76	3830.07	4062.88	204751.11	751
k127_8458	365	18394.40	28846.23	1453723.31	508
k127_2381	34	1713.45	2527.81	127390.71	540
k127_8824	48	2418.99	3025.25	152459.47	637
k127_2018	60	3023.74	2281.12	114958.19	1056
k127_5427	50	2519.78	2613.78	131722.93	768
k127_8459	44	2217.41	1956.25	98586.52	903
k127_3101	67	3376.51	3131.42	157809.90	859
k127_4351	33	1663.05	2276.41	114721.17	582
k127_6867	22	1108.70	1580.05	79627.57	559
k127_957	270	13606.81	18372.65	925900.58	590
k127_599	30	1511.87	2307.34	116279.55	522
k127_5607	38	1915.03	2551.19	128568.63	598
k127_6870	32	1612.66	2348.67	118362.81	547
k127_8631	36	1814.24	2047.19	103169.28	706
k127_5063	30	1511.87	1977.72	99668.19	609
k127_3647	44	2217.41	2288.21	115315.58	772
k127_6486	30	1511.87	2189.87	110359.87	550
k127_4185	54	2721.36	2385.01	120193.91	909
k127_1500	24	1209.49	1742.39	87808.94	553
k127_5257	40	2015.82	2827.30	142483.40	568
k127_7038	24	1209.49	1723.69	86866.44	559
k127_2563	38	1915.03	2644.04	133247.90	577
k127_961	38	1915.03	2301.07	115963.86	663
k127_962	18	907.12	1433.84	72259.44	504
k127_4536	16	806.33	1264.49	63724.86	508
k127_6327	54	2721.36	1954.89	98517.83	1109
k127_4189	30	1511.87	1942.63	97899.88	620
k127_1314	30	1511.87	2285.44	115176.33	527
k127_3282	85	4283.63	2778.95	140046.79	1228
k127_6878	53	2670.97	3813.31	192173.84	558
k127_1854	28	1411.08	2153.51	108527.58	522
k127_8839	29	1461.47	2273.99	114598.95	512
k127_5787	30	1511.87	2014.10	101501.55	598
k127_7591	28	1411.08	1775.88	89496.68	633
k127_1315	151	7609.74	3177.30	160122.06	1908
k127_6491	90	4535.60	2956.86	149012.91	1222
k127_3655	16	806.33	1134.92	57194.75	566
k127_6880	81	4082.04	3033.54	152877.24	1072
k127_2401	54	2721.36	2663.36	134221.46	814
k127_4898	18	907.12	1265.60	63780.66	571
k127_6495	42	2116.62	2872.57	144765.07	587
k127_1858	92	4636.40	2642.05	133147.57	1398
k127_1320	171	8617.65	10095.95	508791.45	680
k127_3114	62	3124.53	2521.94	127094.61	987
k127_5791	20	1007.91	1532.35	77223.83	524
k127_8126	60	3023.74	3120.28	157248.52	772
k127_3823	64	3225.32	3160.45	159272.95	813
k127_241	98	4938.77	1941.99	97867.67	2026
k127_4738	2	100.79	150.08	7563.60	535
k127_243	26	1310.29	1908.30	96169.78	547
k127_434	65	3275.71	2657.43	133922.79	982
k127_5082	66	3326.11	2587.64	130405.70	1024
k127_2039	27	1360.68	1601.16	80691.48	677
k127_5985	28	1411.08	2221.61	111959.29	506
k127_616	80	4031.65	2536.98	127852.40	1266
k127_3119	54	2721.36	3151.12	158802.72	688
k127_3477	34	1713.45	2286.46	115227.78	597
k127_4547	20	1007.91	1077.79	54315.82	745
k127_2579	45	2267.80	3454.39	174085.83	523
k127_1514	382	19251.12	3173.27	159918.67	4833
k127_2956	57	2872.55	3721.00	187522.05	615
k127_3481	8	403.16	477.24	24050.69	673
k127_8479	44	2217.41	2968.90	149619.54	595
k127_251	36	1814.24	2686.46	135385.71	538
k127_1871	42	2116.62	2819.73	142102.17	598
k127_3834	158	7962.51	2638.65	132976.60	2404
k127_6340	22	1108.70	1762.97	88845.93	501
k127_2239	48	2418.99	3238.80	163221.32	595
k127_2584	44	2217.41	3171.45	159826.98	557
k127_5453	22	1108.70	1742.11	87794.50	507
k127_8659	61	3074.13	3278.45	165219.70	747
k127_3837	119	5997.08	2853.98	143828.22	1674
k127_5640	40	2015.82	3192.65	160895.76	503
k127_4385	31	1562.26	2234.43	112605.37	557
k127_7224	36	1814.24	2681.47	135134.53	539
k127_6170	36	1814.24	2276.09	114704.74	635
